zip_prefix,geo_lat,geo_lng,geo_state
01220,-23.544387199001655,-46.646171140169606,SP
01221,-23.545862025535225,-46.64865339647412,SP
01222,-23.54549460399061,-46.650239412718506,SP
01223,-23.54385853621104,-46.64825318186277,SP
01224,-23.541700665229538,-46.65257086372554,SP
01225,-23.539683583126543,-46.649154719401,SP
01226,-23.53796433221771,-46.6524429245354,SP
01227,-23.54785986816893,-46.658684483755614,SP
01228,-23.548027863876406,-46.65885543640624,SP
01229,-23.539113681372296,-46.65672261893353,SP
01230,-23.536610638496157,-46.65758461809682,SP
01231,-23.537368424923542,-46.6596418411045,SP
01232,-23.53676737440136,-46.65894785581968,SP
01233,-23.53508762170351,-46.66150428628315,SP
01234,-23.539587979497195,-46.664315262132895,SP
01235,-23.53696646891052,-46.66424678602334,SP
01236,-23.543693004717525,-46.66730969373587,SP
01237,-23.54343710740668,-46.66857970266179,SP
01238,-23.542944348058064,-46.65326703830284,SP
01239,-23.54716236816894,-46.65543934860632,SP
01240,-23.543513068267124,-46.658854865658775,SP
01241,-23.54561360866176,-46.6571419730798,SP
01242,-23.54677167554392,-46.65749567638062,SP
01243,-23.548283805860088,-46.6593134403312,SP
01244,-23.54997038412488,-46.660711431588645,SP
01245,-23.54929680904841,-46.66409038190318,SP
01246,-23.554528835160557,-46.6664913126551,SP
01247,-23.550644849847075,-46.66920043865777,SP
01248,-23.547336999163274,-46.66800983458364,SP
01249,-23.548348576879796,-46.67079893852787,SP
01250,-23.54775479265979,-46.67201761547111,SP
01251,-23.547933502914184,-46.674594927145236,SP
01252,-23.541830575220686,-46.67913146606285,SP
01253,-23.544687097350565,-46.67914691801201,SP
01254,-23.542531082982304,-46.68191419135562,SP
01255,-23.546313293640743,-46.68140007144644,SP
01256,-23.548154323330905,-46.68272870337296,SP
01257,-23.54361420483005,-46.68766584999129,SP
01258,-23.544731000836723,-46.68676936635128,SP
01259,-23.54150682209015,-46.685164012767615,SP
01262,-23.550856391462712,-46.67735184892536,SP
01290,-23.54096134139296,-46.657748702752585,SP
01301,-23.54892611157596,-46.65182114501704,SP
01302,-23.547802863696884,-46.64783924999999,SP
01303,-23.54919071579432,-46.64818240521669,SP
01304,-23.55409477837729,-46.656003407510504,SP
01305,-23.55168936303304,-46.65138434110452,SP
01306,-23.553932290870787,-46.64978128795658,SP
01307,-23.5528355903399,-46.65316948972822,SP
01308,-23.555909891482465,-46.65324841993188,SP
01309,-23.554620524006012,-46.65850520621502,SP
01310,-23.561264556754605,-46.6565542389636,SP
01311,-23.56471213211952,-46.65274077352985,SP
01312,-23.556049111529205,-46.64974666729382,SP
01313,-23.556815612833606,-46.65074498528482,SP
01314,-23.551730864822066,-46.6451120738357,SP
01315,-23.554264840412014,-46.640592583242125,SP
01316,-23.552916506520862,-46.63970305438866,SP
01317,-23.555771764343227,-46.639553016612446,SP
01318,-23.555771764343227,-46.639553016612446,SP
01319,-23.551666072162263,-46.64123080586009,SP
01320,-23.55796144157196,-46.63947868679663,SP
01321,-23.56373026311385,-46.64228881932018,SP
01322,-23.563294082982303,-46.64348420621503,SP
01323,-23.56640335729583,-46.64158540455872,SP
01324,-23.556372066333893,-46.64329164931619,SP
01325,-23.557262898695825,-46.64448070760001,SP
01326,-23.55579026923128,-46.64553046964562,SP
01327,-23.565974071325552,-46.64484410309317,SP
01328,-23.555705605603343,-46.64727675,SP
01329,-23.562280655288813,-46.64770279141904,SP
01330,-23.558617456287138,-46.64971032514858,SP
01331,-23.562336279762278,-46.6503277425703,SP
01332,-23.559618054532898,-46.65244033804608,SP
01333,-23.566621736049424,-46.64674897189683,SP
01401,-23.57538559651848,-46.65718691736133,SP
01402,-23.57865694118888,-46.660826554315584,SP
01403,-23.569131583674803,-46.65370444517863,SP
01404,-23.56876704094289,-46.65597109096028,SP
01405,-23.565713039961945,-46.65577318166076,SP
01406,-23.576796016778324,-46.67132872287777,SP
01407,-23.577273911189312,-46.67300311656761,SP
01408,-23.56727846295225,-46.66120351442673,SP
01409,-23.559888510127543,-46.65612221732353,SP
01410,-23.562466386346568,-46.660461365110514,SP
01411,-23.5641124118818,-46.6645303395753,SP
01412,-23.56428136940969,-46.66669384347044,SP
01413,-23.561366521236057,-46.663572981678136,SP
01414,-23.55936593311784,-46.66318410115993,SP
01415,-23.555200641958606,-46.66050841271853,SP
01416,-23.559990663338887,-46.667473674851415,SP
01417,-23.56141411907777,-46.66621924231049,SP
01418,-23.56312173510022,-46.656566708353616,SP
01419,-23.56410597890817,-46.655402039413694,SP
01420,-23.56442600742329,-46.65680586903512,SP
01421,-23.563184516374296,-46.66042147807144,SP
01422,-23.563886468780627,-46.66113179724742,SP
01423,-23.56976284096028,-46.65677240798665,SP
01424,-23.568143647786982,-46.66117892867444,SP
01425,-23.572803394944913,-46.6592021873449,SP
01426,-23.566558462952248,-46.66567254870451,SP
01427,-23.573185889260767,-46.66156307369149,SP
01428,-23.57417026852388,-46.6621165551676,SP
01429,-23.57637083097695,-46.66351199901904,SP
01430,-23.57471529280402,-46.66616127309717,SP
01431,-23.57604471440934,-46.665092734116186,SP
01432,-23.57681026005544,-46.66595134970284,SP
01433,-23.577661519562607,-46.669148129897806,SP
01434,-23.57448840660167,-46.67268991895092,SP
01435,-23.57902260935425,-46.670462300652076,SP
01436,-23.57249501637429,-46.667432996393316,SP
01437,-23.572404732731197,-46.6720207076,SP
01438,-23.570470456561274,-46.67289208771418,SP
01439,-23.565875311962603,-46.673390660294785,SP
01440,-23.568476608177434,-46.67851754696878,SP
01441,-23.56496279788524,-46.67630075455378,SP
01442,-23.56370226740048,-46.67529085698279,SP
01443,-23.56750865000869,-46.68471805799536,SP
01444,-23.571536165416365,-46.68422691257428,SP
01445,-23.57272211157595,-46.68832731862769,SP
01446,-23.575398783931544,-46.675254416036736,SP
01447,-23.572516547319537,-46.678703958035754,SP
01448,-23.57867777491485,-46.67931236802472,SP
01449,-23.576433485977308,-46.680593930607685,SP
01450,-23.575921313347585,-46.68516203220032,SP
01451,-23.57472874493622,-46.68862629892086,SP
01452,-23.570810444514542,-46.69077501106554,SP
01453,-23.584555152922874,-46.68664013904443,SP
01454,-23.582599229528547,-46.68734709409082,SP
01455,-23.58040075604472,-46.69090843865776,SP
01456,-23.577164816954266,-46.69066778788448,SP
01457,-23.57469739716661,-46.69253938758733,SP
01472,-23.57054369248079,-46.69129667943905,SP
01489,-23.57664998889148,-46.68740004775216,SP
01501,-23.5520504521322,-46.63539411226844,SP
01502,-23.55467350531036,-46.63552025265517,SP
01503,-23.5588940671706,-46.63737421259167,SP
01504,-23.565252583126533,-46.63938215175425,SP
01505,-23.555358047319537,-46.63144751276761,SP
01506,-23.559883459893825,-46.63489364376194,SP
01507,-23.558188039269446,-46.63139014542106,SP
01508,-23.561483773241413,-46.636216077298165,SP
01509,-23.567494462952244,-46.63555394892956,SP
01510,-23.557591446015362,-46.63353748251487,SP
01511,-23.56072295337296,-46.63277989454088,SP
01512,-23.553907271163933,-46.62908140313922,SP
01513,-23.55733090647177,-46.63127845628715,SP
01514,-23.553061260892157,-46.627660240421854,SP
01516,-23.5591884476888,-46.61485962698363,SP
01517,-23.55938749679736,-46.62377125714126,SP
01518,-23.558930444630374,-46.62292373757862,SP
01519,-23.56155412254022,-46.62258413696694,SP
01520,-23.55889725284208,-46.62042915364401,SP
01521,-23.560756921172626,-46.62318386802472,SP
01522,-23.559013992121344,-46.6153654505723,SP
01523,-23.56366379462169,-46.6162648956374,SP
01524,-23.56722896808813,-46.61541736011886,SP
01525,-23.564759877604,-46.635579188729885,SP
01526,-23.56624136747645,-46.63071419608747,SP
01527,-23.562233885365615,-46.630128096714216,SP
01528,-23.564960921316853,-46.62822254232787,SP
01529,-23.5688472717122,-46.63517002345775,SP
01530,-23.568291953372956,-46.628777137111165,SP
01531,-23.57106818595992,-46.63253912197762,SP
01532,-23.57088934915458,-46.635522778521526,SP
01533,-23.571333701915854,-46.63872674688379,SP
01534,-23.567731265755775,-46.626243530931966,SP
01535,-23.572119688037397,-46.625417150989634,SP
01536,-23.56709014432454,-46.623143787119865,SP
01537,-23.576848899945936,-46.623665693534306,SP
01538,-23.573205,-46.62290025,SP
01539,-23.571578567026386,-46.62022212163139,SP
01540,-23.565619351376295,-46.62178155467713,SP
01541,-23.568722298084143,-46.61880092397124,SP
01542,-23.571196198164948,-46.62424844532288,SP
01543,-23.575635922557613,-46.62076735720466,SP
01544,-23.57694250916093,-46.62156165681802,SP
01545,-23.581373061053768,-46.617988397931214,SP
01546,-23.579554547319532,-46.62235967583239,SP
01547,-23.5827745037509,-46.6204825896474,SP
01548,-23.576901674158936,-46.613529575913184,SP
01549,-23.57610824978365,-46.61545502622772,SP
01550,-23.572462086588985,-46.61617543505108,SP
01551,-23.57174196006865,-46.61252696591281,SP
01552,-23.5677241043626,-46.61119233625707,SP
01553,-23.57430307573513,-46.60954950329674,SP
02009,-23.515799103830265,-46.64113909097136,SP
02010,-23.51380025727336,-46.6263210910324,SP
02011,-23.505272576069707,-46.62628243450282,SP
02012,-23.51395046250292,-46.62950760331549,SP
02013,-23.50218558090484,-46.63382294171621,SP
02016,-23.501139521928536,-46.62721984347043,SP
02017,-23.50029650346245,-46.63499361226843,SP
02018,-23.495272978361545,-46.62938073144748,SP
02019,-23.498262,-46.629210109008,SP
02020,-23.49599337262425,-46.6326762336835,SP
02021,-23.49847853427779,-46.63638298557326,SP
02022,-23.50416851075128,-46.63768728561726,SP
02028,-23.508732635581964,-46.61831878642738,SP
02029,-23.51120380502009,-46.62128454916095,SP
02030,-23.504398054538573,-46.624627022882166,SP
02031,-23.50938209158182,-46.62517233083236,SP
02032,-23.51077923487879,-46.623923552201184,SP
02033,-23.498986714471563,-46.611813325375664,SP
02034,-23.50457924562872,-46.62369396003804,SP
02035,-23.495784642247063,-46.62240994561134,SP
02036,-23.5020045545329,-46.6203512865544,SP
02037,-23.49987949624909,-46.620584715829395,SP
02038,-23.494539939494487,-46.62465712308848,SP
02039,-23.492943503462445,-46.62179762170351,SP
02040,-23.48929981320335,-46.622173221766936,SP
02041,-23.488782265335555,-46.62064292353855,SP
02042,-23.49503585123206,-46.61576348348149,SP
02043,-23.490150706853875,-46.617224474492815,SP
02044,-23.495140183738226,-46.61887747807146,SP
02045,-23.496702747706177,-46.61657003504716,SP
02046,-23.49157916985976,-46.61162269747246,SP
02047,-23.51652487318377,-46.62107903956914,SP
02049,-23.514166590335094,-46.61736559414439,SP
02050,-23.517823531089473,-46.61261277560734,SP
02051,-23.51216873910785,-46.60869755606212,SP
02052,-23.51152876519133,-46.607128170840696,SP
02053,-23.510427444341925,-46.60117949988444,SP
02054,-23.516647747850413,-46.607014882113596,SP
02055,-23.5139061268394,-46.60570247307978,SP
02056,-23.511271473772283,-46.60410411948181,SP
02060,-23.519256620327738,-46.603201803912526,SP
02064,-23.51707022952855,-46.5960457342604,SP
02065,-23.507877494445744,-46.60554417816963,SP
02066,-23.50926448483579,-46.60351726922744,SP
02067,-23.507087547737896,-46.60332727192852,SP
02068,-23.50373005023372,-46.61274296142303,SP
02069,-23.505171066333887,-46.613767588954914,SP
02071,-23.503095000000002,-46.60971701276762,SP
02072,-23.49993667110052,-46.60575947002136,SP
02073,-23.50188317998731,-46.60739055467712,SP
02074,-23.50489456036128,-46.60203512531019,SP
02075,-23.50318938022973,-46.60153910866176,SP
02076,-23.504887157784637,-46.59908875659298,SP
02077,-23.502350154195742,-46.59722169219233,SP
02078,-23.502460609498485,-46.59374588980903,SP
02079,-23.499407624617696,-46.60480393450282,SP
02080,-23.497612575350594,-46.60588084975389,SP
02081,-23.496102481822373,-46.604177104218365,SP
02082,-23.49470125757394,-46.60712741215593,SP
02083,-23.494848302109176,-46.597334103193404,SP
02084,-23.4976279812741,-46.59973701859599,SP
02085,-23.4974436813723,-46.61260908702167,SP
02088,-23.50424025971884,-46.620742066583865,SP
02089,-23.51709448459233,-46.616673100755904,SP
02110,-23.519571487645177,-46.59507353094523,SP
02111,-23.518808468228052,-46.59381716597972,SP
02112,-23.5204986615046,-46.59288975507511,SP
02113,-23.51528796497884,-46.58734465236856,SP
02114,-23.52228692176485,-46.59078810629585,SP
02115,-23.526499508561297,-46.59188593503609,SP
02116,-23.51906498112988,-46.58460977393391,SP
02117,-23.51807042203993,-46.59393030272233,SP
02118,-23.51499054491392,-46.59291223327074,SP
02119,-23.511942,-46.59299115736628,SP
02120,-23.510416629107844,-46.594217747359366,SP
02121,-23.51194034471118,-46.5895177492354,SP
02122,-23.51220054815625,-46.58326616985977,SP
02123,-23.51194017707312,-46.57958320038666,SP
02124,-23.50596583126541,-46.57852189203073,SP
02125,-23.510036681660747,-46.58756028518662,SP
02126,-23.506858079375625,-46.59173845989383,SP
02127,-23.50555187454558,-46.58591682722604,SP
02128,-23.50525432889948,-46.59432001442672,SP
02129,-23.504022545097836,-46.58866191049681,SP
02130,-23.508716406053416,-46.58354303274857,SP
02131,-23.504182313073454,-46.582139046226104,SP
02132,-23.50167328336896,-46.57726866028046,SP
02133,-23.499213066608014,-46.584843996047084,SP
02134,-23.49925304746376,-46.57848962170351,SP
02135,-23.498717138476565,-46.58801134915458,SP
02136,-23.4982544454671,-46.58310665875125,SP
02137,-23.49789338663504,-46.57642462920533,SP
02138,-23.494659558976306,-46.57459055245542,SP
02139,-23.490544054677123,-46.573733800781994,SP
02141,-23.489264422861147,-46.57108695974959,SP
02142,-23.5100047784509,-46.577215288649086,SP
02143,-23.507720287812354,-46.57521706910386,SP
02144,-23.50308536081135,-46.57083605675562,SP
02145,-23.502788226096424,-46.5667425,SP
02146,-23.50095702331352,-46.57088226395057,SP
02147,-23.498361926574916,-46.565166700263546,SP
02150,-23.49379917346644,-46.56839711157596,SP
02151,-23.497003875382305,-46.569974233279446,SP
02152,-23.498102163338892,-46.572439418748914,SP
02161,-23.49071285429047,-46.56935969248078,SP
02162,-23.4904124074384,-46.562503456719824,SP
02166,-23.525060091869104,-46.584156027756926,SP
02167,-23.522903946448046,-46.58180409758191,SP
02168,-23.52013794544512,-46.57970414962962,SP
02169,-23.521000500000003,-46.577964184198095,SP
02170,-23.525360022247746,-46.57602190552532,SP
02174,-23.523062564007805,-46.57211541813305,SP
02175,-23.51595756228953,-46.574496695083866,SP
02176,-23.5131705992267,-46.57298967860234,SP
02177,-23.511506887875782,-46.56917911601936,SP
02178,-23.521753957390764,-46.57073324793829,SP
02179,-23.520153877315543,-46.568183538014374,SP
02180,-23.51997318512321,-46.565916754587626,SP
02181,-23.517754127292296,-46.5609527282878,SP
02185,-23.51649734110451,-46.56782303996194,SP
02186,-23.51335483236194,-46.56877347114656,SP
02187,-23.515537008323783,-46.56489950138496,SP
02188,-23.51024063281201,-46.566772533166954,SP
02189,-23.507809234664435,-46.56770190632754,SP
02190,-23.5073682192535,-46.56400128267647,SP
02201,-23.484410292686675,-46.59138190306584,SP
02202,-23.49290528910448,-46.594327198929534,SP
02203,-23.49192999194992,-46.59134649651459,SP
02204,-23.486069084929888,-46.59117467381269,SP
02205,-23.489033888424046,-46.59122368171853,SP
02206,-23.484389018321856,-46.59482371766977,SP
02207,-23.485869985284825,-46.587877390437164,SP
02208,-23.48268805023373,-46.588237009160935,SP
02209,-23.485064826913263,-46.58262131639403,SP
02210,-23.48274256396796,-46.58282651775706,SP
02211,-23.497402861503843,-46.59359474868712,SP
02212,-23.495204420480142,-46.58943987621901,SP
02213,-23.496719055369624,-46.58780029961334,SP
02214,-23.493441384399006,-46.58699800326043,SP
02215,-23.4906802649172,-46.58362085789716,SP
02216,-23.493525919156006,-46.579201739872445,SP
02217,-23.490460865110524,-46.58084227837731,SP
02218,-23.48705964057363,-46.58465115944374,SP
02219,-23.49106374992788,-46.5864510380287,SP
02220,-23.49041217679899,-46.57794383819032,SP
02221,-23.482108152374614,-46.58128894102369,SP
02222,-23.482367418128536,-46.57742509942871,SP
02223,-23.480325240637047,-46.57860592951116,SP
02224,-23.48454755037796,-46.57495858312655,SP
02225,-23.48234428462404,-46.57492594900167,SP
02226,-23.479652744936228,-46.574444157654746,SP
02227,-23.47813702553522,-46.572546292602,SP
02228,-23.475019190951585,-46.5716534716948,SP
02229,-23.47475819095159,-46.56922155467713,SP
02230,-23.483707808114985,-46.56369504328169,SP
02231,-23.478236360811348,-46.56443274173505,SP
02232,-23.475066063942872,-46.56415992423104,SP
02233,-23.477853483625708,-46.56445543914825,SP
02234,-23.478061943354454,-46.56847449479198,SP
02235,-23.478589602833388,-46.57724225728546,SP
02236,-23.472522502914188,-46.56816113412488,SP
02237,-23.46531197335392,-46.57086847171908,SP
02238,-23.47097699162584,-46.569867464337236,SP
02239,-23.48466145934556,-46.60883103136359,SP
02240,-23.47891339355994,-46.60296099861503,SP
02241,-23.490518793784968,-46.60742305591787,SP
02242,-23.487814099919184,-46.60719995129547,SP
02243,-23.491428663887145,-46.60417913183105,SP
02244,-23.48841319233656,-46.605302580904834,SP
02245,-23.48514561532687,-46.60625548355358,SP
02246,-23.48836053830283,-46.60200264286745,SP
02247,-23.485788041909515,-46.6009222605459,SP
02248,-23.483003342682032,-46.59993396003806,SP
02249,-23.488544231201985,-46.59715265612552,SP
02250,-23.48664048542905,-46.59554132653355,SP
02251,-23.47865381848347,-46.58874372300767,SP
02252,-23.478723869553917,-46.58823999999999,SP
02253,-23.479020649460438,-46.59546660727678,SP
02254,-23.481249599919757,-46.59321373175024,SP
02255,-23.47664386372554,-46.59206798626578,SP
02256,-23.4754224723873,-46.587293460038055,SP
02257,-23.472938598389987,-46.58348354176032,SP
02258,-23.476446556203285,-46.582155127535685,SP
02259,-23.47170142914206,-46.581458523420906,SP
02260,-23.469302576551907,-46.58055940121916,SP
02261,-23.467961586450706,-46.57785809229264,SP
02262,-23.465346286427376,-46.57498702914191,SP
02263,-23.46358565487045,-46.57511164355992,SP
02264,-23.46247742353855,-46.57672674216626,SP
02265,-23.475049354434717,-46.59203962461768,SP
02266,-23.47767972300769,-46.59880224424372,SP
02267,-23.478949561198,-46.6011719321369,SP
02268,-23.46913690980433,-46.59426446350052,SP
02269,-23.472523335694483,-46.59604135401473,SP
02270,-23.472793571469776,-46.59260139647412,SP
02271,-23.46964091576261,-46.59041762891686,SP
02272,-23.46921853933009,-46.58657293393443,SP
02273,-23.46356067886859,-46.58574627053405,SP
02274,-23.467733926399866,-46.58688539807545,SP
02275,-23.465298390035287,-46.58997432471589,SP
02276,-23.460435484510118,-46.584478621915466,SP
02277,-23.463956660659832,-46.581812767103735,SP
02278,-23.46171889869582,-46.58021424326277,SP
02279,-23.46154956480468,-46.5737805,SP
02280,-23.455997614065545,-46.57542242097061,SP
02281,-23.452379298084143,-46.57435094932181,SP
02282,-23.443303500000003,-46.56802725,SP
02284,-23.46970319641185,-46.56868272083551,SP
02286,-23.40858677491484,-46.57960324340701,SP
02288,-23.432886000000003,-46.57106152153627,SP
02289,-23.418896459057105,-46.58266939924407,SP
02290,-23.54329484225016,-46.63074319149357,SP
02301,-23.48834327699232,-46.61511256549717,SP
02302,-23.486165301424297,-46.61410660283337,SP
02303,-23.48192297668648,-46.61089104094289,SP
02304,-23.480643713716844,-46.606001112686805,SP
02305,-23.480318713083765,-46.60690160739265,SP
02306,-23.46621393228113,-46.6034543346992,SP
02307,-23.481197643906178,-46.60777485908012,SP
02308,-23.47733705245543,-46.60461410713256,SP
02309,-23.47590536081135,-46.604512052599645,SP
02310,-23.473052978908186,-46.60034358604072,SP
02311,-23.469019590758265,-46.60164030391252,SP
02312,-23.46575325944889,-46.59957726061802,SP
02313,-23.46379985680064,-46.60051068588781,SP
02314,-23.461525152374612,-46.5991642157702,SP
02315,-23.45973975797796,-46.60090959616827,SP
02316,-23.4622595903399,-46.594256181372295,SP
02317,-23.457938427145237,-46.59264167638062,SP
02318,-23.451154239252077,-46.59089295767212,SP
02319,-23.4500565858965,-46.59244298473654,SP
02320,-23.450746610046743,-46.59817363780368,SP
02321,-23.44749245462893,-46.58919046640291,SP
02322,-23.445137635163608,-46.59323281626177,SP
02323,-23.440297106858424,-46.581704744308766,SP
02324,-23.44564326340232,-46.58667151803339,SP
02325,-23.45435884762537,-46.5850697356283,SP
02326,-23.44711129096593,-46.576656491927515,SP
02327,-23.44397153973304,-46.57514975045754,SP
02328,-23.521294655562947,-46.57631833599301,SP
02329,-23.44798209276776,-46.57912990320224,SP
02330,-23.486412294375963,-46.61721101212633,SP
02331,-23.48295306136297,-46.6135298414532,SP
02332,-23.48470069781425,-46.622192442466655,SP
02333,-23.483501478643703,-46.622527827513466,SP
02334,-23.483867305921667,-46.61969869664368,SP
02335,-23.483408224764908,-46.61720715767613,SP
02336,-23.48162735997463,-46.61653928504239,SP
02337,-23.4791514111893,-46.6130076500087,SP
02338,-23.475270792399986,-46.61808454065444,SP
02339,-23.477801961148906,-46.61423834525944,SP
02340,-23.461348505135884,-46.616022620950105,SP
02341,-23.469038932726072,-46.61551929892087,SP
02342,-23.47398008950318,-46.61060891652722,SP
02343,-23.468727090210002,-46.60551413308614,SP
02344,-23.469352858874245,-46.61006610643329,SP
02345,-23.46862347727612,-46.6163016434943,SP
02346,-23.472004872323875,-46.60844051151254,SP
02347,-23.462485617260107,-46.60822697452102,SP
02348,-23.46039493505109,-46.61244257271052,SP
02349,-23.45918983596862,-46.60381299937963,SP
02350,-23.45787959727913,-46.602366377287325,SP
02351,-23.455448837609023,-46.59975294612414,SP
02352,-23.454682134889474,-46.596429298313964,SP
02353,-23.452748843181976,-46.605522022621045,SP
02354,-23.454815992786635,-46.604084668330565,SP
02355,-23.454607547319533,-46.61162124118531,SP
02356,-23.45138647960067,-46.61164467024847,SP
02357,-23.44686467583237,-46.61444099125743,SP
02358,-23.44843717635322,-46.60868152553522,SP
02359,-23.44565748972094,-46.61972975215229,SP
02360,-23.436932665071616,-46.578029947038885,SP
02361,-23.436532258377618,-46.58190737183128,SP
02362,-23.434790639031952,-46.571647500000005,SP
02363,-23.432468208475303,-46.57647459828163,SP
02364,-23.434343169012326,-46.581090059760086,SP
02365,-23.433704701885496,-46.58489999999999,SP
02366,-23.439484341104503,-46.59159597890817,SP
02367,-23.42071181820934,-46.59001220982171,SP
02368,-23.40246070567879,-46.57923693188998,SP
02370,-23.463158668330557,-46.62114362378098,SP
02371,-23.458981473772283,-46.61859465944376,SP
02372,-23.45973268964888,-46.62452278282069,SP
02373,-23.45523909797162,-46.61729716528646,SP
02374,-23.455717506939237,-46.62057718089615,SP
